Word Id,Word,Meaning,P of speech,Pronunciation
3171,"চেক","checked (?)",,
3172,"পাগড়ি","turban","noun",
3174,"জ্ঞানদাঙ্কারী","wisdom",,
3175,"খাদাই ক","to emgrave","verb",
3176,"সীলমোহর","sealed",,
3178,"জালি","small net or anything woven like a net, fragile",,
3179,"সোজাসুজি","plainly, straight forward",,
3180,"বুক-ঢাকন","?",,
3182,"বিশিষ্ট","distinguished, special, specific",,
3183,"সার্দীয়মণি","ruby","noun",
3184,"পীতমণি","topaz",,
3185,"পান্না","beryl",,
3187,"চুনি","turquoise","noun",
3188,"গোমেদ","jacinth","noun",
3189,"পদ্মরাগ","amethyst","noun",
3191,"পোখরাজ","chrysolite","noun",
3192,"সূর্যকান্তমণি","jasper","noun",
3194,"উরীম","Urim","noun",
3195,"তুম্মীম","Thummin","noun",
3197,"মুড়ি","hem","noun",
3198,"পাত","leaf, sheet, foil","noun",
3200,"বাঁধন-পাট","bands",,
3202,"ত্রুটি","flaw, deficiency, lapse",,
3203,"জাংগিয়ে","undergarments, briefs",,
3204,"গহনাগাঁটি","ornaments","noun",
3205,"ফেনা","on top of a tier, layer, row",,
3207,"আশেরা-খুঁটি","Asherah pole","noun",
3208,"বেদী","altar","noun",
3209,"অসতীর মনোভাব","unchaste attitude",,
3211,"পশু-বলি","animal sacrifice","noun",
3212,"ধাতু","metal","noun",
3214,"মৌসম","[A] season, period, monsoon","noun",
3215,"সাত সপ্তাহের ঈদ","Feast of weeks",,
3217,"নূরানী","radiant","adj.",
3218,"আট্‌কাবার পিন","brooch","noun",
3219,"নক্‌শা তোলার কাজ","design work",,
3221,"চারকানো বিশিস্ট","square",,
3222,"চেছে ফেলা","to scrape","verb",
3223,"তক্তা","board",,
3224,"ব্রোঞ্জের আয়না","bronze stand","noun",
3226,"গোঁজ","tent peg","noun",
3227,"ধর্মীয় মাপ","lit. religious measure, sanctuary shekel","noun",
3229,"আদমশুমারী","cencus",,
3231,"বাসন-কোসন","utensils","noun",
3232,"পাতলা পাত","thin sheet",,
3234,"কোমরের পটি","waistband",,
3235,"সোনার জালি","gold filigree settings",,
3237,"পাকিয়ে","braided, twisted",,
3238,"সাজিয়ে রাখা","to make ready","verb",
3241,"নিখুঁত ষাঁড়","bull without defect",,
3242,"কোরবানীদাতা","person giving the offering",,
3243,"গলার থলি","crop (of a bird)","noun",
3245,"তাওয়ায় ভাজা","prepared on a gridle",,
3246,"কড়াইতা ভাজা","cooked in a pan",,
3248,"শস্য-কোরবানী","grain offering",,
3249,"প্রথমে তোলা ফসল","first fruits",,
3250,"মোটা করে","lit. when the grain is fat",,
3251,"কিড্‌নি","kidney","noun",
3252,"মেরুদণ্ড","backbone, spine",,
3253,"নাড়িভুঁড়ি","intestines, inner parts","noun",
3254,"পাক-সাফ","ceremonially clean",,
3256,"ভেড়ী","female lamb","noun",
3257,"নাপাক","unclean",,
3258,"জমিমানা","monetary punishment, fire","noun",
3259,"আলগা","free, detached, loose, not tight","adj.",
3262,"পুরোপুরি","in full complete",,
3263,"হাঁড়ী","pot","noun",
3264,"মেজে","scoured",,
3266,"ঘৃণার জিনিস","detestable things",,
3267,"দোলন-কোরবানী","wave offering","noun",
3268,"বহাল-অনুষ্ঠানের কোরবানী","ordination offering",,
3269,"মানত","[A] vow",,
3270,"কোরবানীদাতা নিজের ইচ্ছায়","freewill offering",,
3272,"আলখাল্লা","long-skirted tunic, cloak","noun",
3273,"কানের লতি","earlobe","noun",
3274,"এঁড়ে বাছুর","bull calf","noun",
3275,"শোক ক","to mourn, weep","verb",
3276,"শোক-প্রকাশ ক","to mourn","verb",
3278,"নিয়মতি","appointed",,
3279,"জাবর কাটা","to chew the cud","verb",
3280,"শাফন","coney","noun",
3282,"খরগোশ","rabbit","noun",
3285,"আঁশ","scales (of a fish)",,
3286,"চিল","red kite","noun",
3287,"শিকারী বাজ","black kite",,
3289,"লক্ষ্মীপেঁচা","owl","noun",
3290,"গাংচিল","gull","noun",
3292,"উট পাখী","ostrich (?)","noun",
3293,"হাড়গিলা","comorant","noun",
3295,"সিন্ধুবাজ","osprey","noun",
3296,"সারস","king stork","noun",
3298,"বক","heron, crane","noun",
3299,"হুপ্‌পু পাখী","hoopoe","noun",
3301,"দাদুড়","bat","noun",
3302,"পংগপাল","locust","noun",
3303,"বাঘা-ফড়িং","katydid","noun",
3306,"ঝিঁঝি","cricket","noun",
3307,"ঘাস-ফড়িং","grass hopper","noun",
3309,"বেকী","weasel, mongoose","noun",
3310,"গিরগিটি","chameleon","noun",
3312,"তক্ষক","gecko","noun",
3313,"গোসাপ","iguana","noun",
3315,"রক্তচোষা","blood-sucking lizard, skink","noun",
3316,"কাঁকলাস","chameleon","noun",
3318,"মাসিকের সময়","monthly period",,
3319,"ফুস্কুড়ি","rash, pimple, boil",,
3320,"জায়গা চক্‌চকে","bright spot",,
3322,"মিলিয়ে গিয়ে","has faded","verb",
3323,"লাল্‌চে-সাদা","redish white",,
3324,"দাগ","scar, wound","noun",
3326,"চুল্কানি","itch, skin disease that itches",,
3327,"ফ্যাকাশে","pale or dim",,
3328,"শ্বেতী","white leprosy, harmless rash, leucoderma","noun",
3330,"টাক","bald",,
3331,"ছোঁয়াচে রোগ","infectous disease",,
3333,"ছাৎলা","mildew",,
3334,"টানা-পোড়েন","woven wool",,
3336,"এরস কাঠ","cedar wood","noun",
3337,"এসোব গাছ","hyssop","noun",
3339,"কুলা","to suffice, to be enough","verb",
3340,"হাতের তালু","palm of hand",,
3342,"চাঁছা","to scrape","verb",
3343,"পুরুষাংগ","penis",,
3344,"বীর্যপাত","emission of semen",,
3345,"আকাকীল","scapegoat","noun",
3347,"জ্বলন্ত কয়লা","burning coals",,
3348,"কষ্টস্বীকার ক","to deny","verb",
3349,"ভেংগেঢ়রা","to break","verb",
3350,"স্থায়ী নিয়ম","lasting ordinance",,
3352,"ম ঠে-ময়দান","open field","noun",
3353,"সৎবোন","father's duagther or mother's daugther","noun",
3354,"সম্বন্ধ","binding, close or personal connection",,
3355,"সতীন","fellow wife, rival wife","noun",
3357,"মোলক-দেবতা","Molech","name",
3358,"ফলন","yeild, harvest",,
3359,"লক্ষণ-বিদ্যা","divination","noun",
3361,"মায়াবদ্যা","sorcery","noun",
3362,"ছাঁটা","to cut with scissors, clip","verb",
3363,"উল্‌কি-চিহ্ন","tatoo","noun",
3365,"নীচে নামানো","to degrade","verb",
3366,"বেশ্যাগিরি","prostitution",,
3368,"নোংরামি","wickedness, obscenity",,
3369,"যারা ভূতের মাধ্যম হয়","mediums, those who are ghost's vehicles",,
3371,"দাঁড়িপাল্লা","scales and weights",,
3372,"বাটখারা","weight used in a scale",,
3374,"পাথর ছুঁড়ে হত্যা ক","to stone","verb",
3375,"মর্যাদা","honour, dignity, reputation, status",,
3376,"পতিতা","unchaste, whore","noun",
3377,"খোঁড়া","cripple","noun",
3378,"বোঁচা নাক","flat nose, mutilated nose",,
3379,"পিঠে কুঁজ আছে","hunch back","noun",
3381,"বেটে","twisted, short in height",,
3382,"খোস-পাঁচড়া","itching, skin disease",,
3383,"অগুকোষ","testicle",,
3385,"থেঁৎলে","bruised",,
3386,"পিষে","crushed",,
3388,"মিলন-মাহ্‌ফিল","assembly",,
3389,"গুনাহ্‌ ঢাকা দেবার ঈদ","Day of Atonement","name",
3390,"ঢাকা","to cover","verb",
3392,"স্বীকার ক","to confess","verb",
3393,"কুঁড়ে ঘরের ঈদ","feast of tabernacles","name",
3394,"উইলো গাছ","poplar tree","noun",
3395,"আনদে-উৎসব ক","to celebrate","verb",
3397,"জল্পাই","olive","noun",
3398,"বাধা","to start suddenly","verb",
3399,"আযত্ন","that which is uncared for, untended","noun",
3400,"বরকত","abundance, blessing, properity",,
3401,"পরদেশী","foreigner","noun",
3403,"জেঠা","father's elder brother","noun",
3404,"মুক্তি-মূল্য","price of release",,
3405,"কাঁধের জোয়াল","yoke",,
3406,"আঁত্‌কে উঠা","to be shock with surprise/alarm","verb",
3407,"ঘুমড়ি খা","to stumble, tumble, fall headlong","verb",
3409,"খেলাপ","[A] violation, breach (of trust or promise)",,
3410,"দোষনামা","criminal charge sheet (?)","noun",
3411,"সিরকা","vinegar","noun",
3412,"পাঁজর","ribs","noun",
3413,"বর্শা","spear","noun",
3414,"খোঁচা","to punchure by a prick","verb",
3415,"গুটানা","to roll up","verb",
3416,"সোয়া","to lie, recline","verb",
3417,"পেরক","nail, wire nail","noun",
3418,"ঝাঁপ","jump",,
3419,"জল্লাদ","executioner, hangman","noun",
3420,"রাখালহীন ভেড়া","sheep without shepherd",,
3421,"দাঁড় বা","to row with oars","verb",
3422,"পাড়া","countryside, village, hamlet, neighborhood","noun",
3423,"বধির","deaf",,
3424,"তোতলা","mute, a stammerer, stutterer",,
3425,"দীর্ঘ্নিঃশ্বাস","deep sigh",,
3426,"নিখুঁত","perfect",,
3427,"অপ্সান","lose conscieusness, senseless, collapse",,
3428,"অগ্রাহ্য","not fit to be accepted or approved",,
3429,"ইব্‌নে-আদম","Son of Man","name",
3430,"লজ্জাবোধ ক","to be ashamed of","verb",
3431,"ঝলসানো","to dazzle","verb",
3433,"ধোপার","washermen","noun",
3434,"কুঁড়ে ঘর","Shelter","noun",
3436,"আছাড়","slip, fall","noun",
3437,"দাঁতে দাঁত ঘষ","gnashes his teeth",,
3438,"গড়াগড়ি","roll around",,
3439,"জাহান্নাম","Hell","noun",
3440,"নুলা","crippled, having no hands",,
3442,"তালা","one-eyed, blind",,
3443,"নোনতা","saltiness, salty",,
3444,"তালাক","divorce",,
3446,"কোলে","in ones lap",,
3448,"ধরিয়ে দেওয়া হ","to be betrayed","verb",
3450,"বাঁপাশে","on the right",,
3451,"ভিখারী","beggar",,
3452,"স্লান হ","to fall","verb",
3454,"বিছানা","to spread","verb",
3455,"আড্ডাখানা","plane of gossip, den, inn","noun",
3457,"ইজান্রা দে","to rent","verb",
3458,"রাজমিস্ত্রি","builder","noun",
3460,"ঝোপ","bush, shrub","noun",
3461,"বুদ্ধিমান","wise man",,
3463,"পোড়ীচালনা","to plan, direct, lead",,
3464,"জুব্বা","long, flowing robes",,
3465,"কেয়ামত","day of resurrection, judgement day","noun",
3466,"আলামত","[A] supernatural event, sign or proof",,
3468,"বিচার-সভা","local council","noun",
3469,"বেত মারা","to hit with cane, flog","verb",
3471,"সাক্ষ্য","witness",,
3472,"ধরিয়ে দে","to betray","verb",
3474,"খস","stars (?)",,
3475,"দারোয়ান","door keeper","noun",
3477,"দুপুর রাত","midnight",,
3478,"বকাবকি","indignantly",,
3479,"মেহমান-খানা","guest room","noun",
3481,"গেৎশিমানী","Gethsemane","name",
3482,"গৌরবময়","glorious",,
3483,"ঘুষি","first",,
3485,"উস্‌কানো","to stir up","verb",
3486,"গল্‌গথা","Golgotha","name",
3487,"মাথার খুলি","skull","noun",
3489,"ভাগ ক","to divide","verb",
3490,"অন্যায়কারী","lawless one","noun",
3491,"গোণা","to count","verb",
3493,"মলম","ointment, paste","noun",
3494,"বিষাক্ত","poison","noun",
3495,"সাক্ষী","witness",,
3496,"যোগাযোগ-সম্বন্ধ","fellowship",,
3497,"অবুঝ","foolish",,
3498,"জাদু ক","to bewitch","verb",
3500,"তফাৎ","[P] difference, distance","noun",
3501,"নাবালক","underage","adj.",
3503,"ভারপ্রাপ্ত","trustee","noun",
3504,"রীনিনীতি","customs, principles",,
3505,"প্রসব-বেদনা","childbirth",,
3507,"রূপক","figure of speech, metaphor, allegory",,
3508,"বিষয়-সম্পত্তি","inheritance",,
3510,"হৈ-হল্লা","uproar, clamour, orgy",,
3511,"সহ্যগুণ","patience",,
3512,"গর্ববোধ ক","to take pride","verb",
3513,"কার্যকর","effective, useful",,
3514,"মহাশক্তি","strength",,
3515,"ওহী","[A] revelation for God to his prophet",,
3516,"সম্পদ","good fortune, riches, properity","noun",
3517,"গোপন","secret","noun",
3518,"কূল-কিনারা","end, limit, edge; riverbank",,
3519,"উপযুক্ত","appropriate",,
3520,"লাগাম","rein (of a horse)","name",
3521,"বাদ দেওয়া","to throw away","verb",
3523,"মেজাজ","mood, temperament, disposition","noun",
3525,"সুগন্ধযুক্ত কোরবানী","fragrant offering",,
3527,"মানা","to suit, fit, be suitable","verb",
3529,"প্রতিমাপূজাজারী","idolator",,
3530,"ঘুমড়ি খা","sleepling",,
3531,"বুদ্ধিহীন","foolish",,
3532,"ইচ্ছৃখল","unrestrained, wayward",,
3533,"ভরণ-পোষণ","clothing & sheltering, feeding",,
3534,"আক্রমণ ক","to attack","verb",
3535,"সজাগ","awake, vigilant, aware, on the alert",,
3536,"মনে-প্রাণে","with all one's heart",,
3538,"দূত","messenger, ambassador","noun",
3539,"তুখিক","Tychicus","name",
3540,"স্বার্থ","self interest, one's own personal gain",,
3542,"কলসী","Collossi","name",
3543,"জমা ক","to store up","verb",
3545,"হুবহু","identical",,
3546,"রাজত্ব","kingdom, governmenr, reign",,
3547,"শাসন","authority",,
3548,"প্রাণপণ","resolve to do something even at the cost of own life",,
3549,"শত্রুভাব","enemies in your mind",,
3551,"লায়দিকেয়া","Laodicea","name",
3552,"যুক্তিতর্ক","fine sounding arguments",,
3553,"দলিল","deed, document","name",
3554,"নাকচ ক","to set aside, anull","verb",
3555,"বশ ক","to subdue, tame","verb",
3557,"কুবাসনা","lust",,
3558,"প্রতিমাপূজা","idolatry",,
3560,"নীচজাতি","low caste","noun",
3561,"আন্তরিক","sincere","adj.",
3562,"জবুর শরীফ","The Psalms",,
3563,"গজল","sufi religious song","noun",
3564,"কঠোর","strick, stern, hard, austere",,
3567,"ওনীষিম","Onesimus","name",
3568,"আরিষ্টার্খ","Aristarchus","name",
3570,"যুস্ট","Justus","name",
3571,"ইপাফ্রা","Epaphras","name",
3572,"হিয়রাপলি","Hierapolis","name",
3574,"দীমা","Demas","name",
3575,"নুম্ফা","Nympha","name",
3577,"আর্খিপ্প","Archippus","name",
3578,"মাননীয়","dear, respected",,
3579,"খোঁজ-খবর নে","to make enquires, seek info","verb",
3580,"ভবিষ্যদ্বাণী","prophecy","noun",
3582,"কিবরাইল","Gabriel","name",
3583,"পুত্র","Son","noun",
3584,"বাঁদী","Servant","noun",
3585,"অবাক","dumb, mute",,
3586,"এলিজাবেত","Elizabeth","name",
3587,"অবাক হ","to be astonished","verb",
3589,"পবিত্র ব্যবস্তা","Holy Covenant",,
3590,"অগাস্টাস","Augustus","name",
3591,"জড়া","to wrap","verb",
3593,"যাবপাত্র","blanket, babies clothes","name",
3595,"পাহারা","watched,",,
3596,"মরিয়ম","Moriam, Mary","name",
3597,"শামানো","Simeon","name",
3598,"দুঃখ দূর ক","to console","verb",
3600,"গৌরব","glory",,
3601,"জানাশোনা","acquianted, known",,
3602,"শাসন ক","to rule","verb",
3604,"কন্ঠস্বর","voice","noun",
3605,"আঁকাবাঁকা","crooked",,
3606,"অসমান","uneven, rough",,
3607,"গোলাম","servant","noun",
3608,"সাপের বংশধর","decendants of snakes, brood of vipers",,
3609,"কুড়াল","axe","noun",
3610,"ফিতা","belt, ribbon, strap","noun",
3611,"গোলা","storehouse for grain","noun",
3613,"গুনাহে ফেলবার চেস্টা","temptation, lit attempt to throw into sin",,
3614,"লোভ দেখা","to tempt","verb",
3616,"জাঁকজমক","splendor",,
3617,"আঘাত","injury, blow, strike, hit","noun",
3618,"চলতি কথা","proverb",,
3619,"গ্রাহ্য ক","to accept","verb",
3621,"দুর্ভিক্ষ","famine","noun",
3622,"আছড়ে ফেল","to throw down",,
3624,"ভুগা","to suffer","verb",
3625,"গিনেষরৎ সাগর","Lake of Gennasaret, Sea of Galilee",,
3626,"ঠেলাঠেলি ক","to push, crowd round, jostle","verb",
3628,"বোঝাই ক","to load full, stuff, cram","verb",
3629,"টালি","roof tiles made of clay","noun",
3631,"মৌলবাদী","zealot, fundamentalist","noun",
3632,"ঘৃণ্য","Woe, feeling of shame, disgrace, hate, scorn",,
3633,"ঝাঁকিয়ে","shaken",,
3635,"কোঁচড়","lap; fold in ones garment used to hold something,",,
3636,"কূটা","shred, fragment","noun",
3638,"কড়িকাঠ","plank","noun",
3639,"শত-সেনাপতি","Centurion","noun",
3640,"নল-খাগড়া","reed","noun",
3642,"পেটুক","glutton",,
3643,"মদখোর","drunkard",,
3645,"মহাজন","moneylender",,
3646,"পায়ে মাড়া","to trapple on","verb",
3648,"চিন্তা-ভাবনা","worries, stresses",,
3650,"ধন-সম্পত্তি","wealth, riches",,
3652,"সুখভোগ","pleasures",,
3653,"জ্বালানো","to light","verb",
3655,"হাবিয়া-দোজখ","the Abyss","noun",
3656,"ধুলা ঝেড়ে ফেলা","to shake the dust off","verb",
3658,"বিনিময়ে","in exchange of",,
3660,"অঘোরে","deeply, profoundly",,
3661,"শিয়াল","fox","noun",
3662,"দাফন","funeral, grave","noun",
3663,"সত্তরজন","70 people",,
3664,"রোজ হাশর","day of ressurection","noun",
3665,"অপমান ক","to insult",,
3666,"বিছা","scorpion","noun",
3667,"আধমরা","half-dead",,
3668,"কেড়ে নে","to takw away","verb",
3669,"বিপক্ষ","against, the other side",,
3670,"ইফনুস","Jonah","name",
3671,"উঠে-পড়ে লাগা","to engage oneself doggedly in","verb",
3673,"আমোদ-পমোদ ক","joy, fun, amusement, recreation",,
3674,"স্মপত্তি","inheritance, weatlh","noun",
3676,"কাফের","unbeliever, infidel","noun",
3677,"হাজির","present, inattendance","adj.",
3679,"বিচারক","judge","noun",
3680,"বিনষ্ট","ruined, perished",,
3681,"ডুমুর গাছ","Fig tree","noun",
3683,"কুঁজা","crippled","noun",
3685,"বলদ","Ox","noun",
3686,"সরিষা-দানা","mustard seed","noun",
3687,"খুন ক","to kill","verb",
3688,"শোথ রোগ","dropsy, congestive heart failure?",,
3689,"খরচ","expense, cost",,
3690,"সৈন্য","soldier","noun",
3691,"সারের গাদা","pile of manure",,
3692,"নিরানব্বইজন","99 people",,
3693,"শুঁ","pod (food)","noun",
3694,"চেতনা দেওয়া","to correct, raise awareness","verb",
3695,"চেতনা","conscience, sense",,
3697,"জব্বা","robe","noun",
3698,"মোটাসোটা","fattened",,
3700,"বরখাস্ত","discharge, dismissal",,
3702,"বন্ধুত্ব ক","to make, gain friends","verb",
3703,"বিন্ত","a strole of the pen",,
3704,"জমীন","earth","noun",
3705,"আংগুলের আগা","tip of the finger",,
3707,"বিরাট","great, awesome",,
3708,"ফাঁক","chasm, gap","noun",
3710,"উসকানি","incitement, instigation",,
3711,"তুঁত গাছ","Mulberry tree","noun",
3712,"হাল বা","to plough","verb",
3714,"অপদার্থ","incompetent, unworthy, unfit",,
3715,"বেচা-কেনা","buying and selling",,
3717,"জাঁতা ঘুরা","to grind grain","verb",
3719,"ন্যায়বিচার ক","to judge rightly","verb",
3721,"বুক চাপ্‌ড়ে","beating his breast",,
3724,"বিনিময়ে দেওয়া","to give away","verb",
3725,"সুচ","needle",,
3727,"ছিদ্র","very small hole","noun",
3728,"ভিক্ষা ক","to beg","verb",
3730,"সক্কেয়","Zacchaeus","name",
3731,"রাজ-পদ","position of king","noun",
3732,"শাবাশ","well done",,
3734,"সামান্য","little, small",,
3735,"জানতিস","you knew (tui form)","verb",
3737,"আছাড় মার","to throw down","verb",
3739,"চালাকি","duplicity",,
3740,"সদ্দূকী","Sadducee","name",
3742,"ভূমিকম্প","earthquake","name",
3744,"ইচ্ছৃখলতা","licentiousness, disorderliness",,
3745,"নুয়া","to weigh down","verb",
3746,"কাটাকাটি","dispute",,
3747,"প্রভুত্ব ক","to lord over","verb",
3749,"চালুনি","sifter, sieve","noun",
3751,"ঝুলি","bag","noun",
3752,"আকুলতা","anxiety, restlessness",,
3753,"মোরগ","rooster, cock","noun",
3754,"আকুলভাবে","distressed, distracted","adv.",
3756,"জিদ ক","to insist","verb",
3757,"ক্ষেপা","to infuriate","verb",
3759,"জমকালো","pompous, showy","adj.",
3760,"শত্রুতা","enmity, hostity","noun",
3762,"জেরা ক","to cross examine","verb",
3763,"খুনাখুনি","bloodshed, murder",,
3765,"শাস্তি","punishment","noun",
3766,"জান্নাতুল-ফেরদৌস","paradise, wonderful garden","noun",
3767,"প্রাণত্যাগ ক","to die, give one's life,","verb",
3769,"একমত","agree",,
3770,"কাফন","burial cloth, shrowd","noun",
3772,"বিদ্যুত","electricity, lightning",,
3774,"ঝক্‌ঝকে","gleaming white",,
3775,"ইম্মায়ূ","Emmaus","name",
3776,"ক্লিয়পা","Cleopas","name",
3778,"স্লান","pale, haggard, sad, glum","adj.",
3780,"একদৃস্টে","with a fixed look","adj.",
3782,"একমন","one mind",,
3783,"একশো কুডিজন","120 people",,
3785,"খণ্ড","a bit, a slice or piece","noun",
3786,"আকেল্‌দামা","Akeldama","name",
3787,"মত্তথির","Matheius","name",
3788,"মাতৃভাষা","mother tongue","noun",
3789,"পার্থীয়","Parthens","name",
3791,"মিডীয়","Medes","name",
3792,"এলমীয়","Elam","name",
3794,"মেসোপটেমিয়","Mesopotamia","name",
3796,"কাপ্পাদকিয়া","Cappadocia","name",
3797,"ফরুগিয়া","Phrygia","name",
3799,"পাম্‌ফুলিয়া","Pamphylia","name",
3800,"কুরীণী","Cyrene","name",
3801,"লিবিয়া","Lybia","name",
3803,"ক্রীট","Crete","name",
3804,"আরবীয়","Arabia","name",
3806,"যোয়েল","Joel","name",
3807,"বারান্দা","veradah, covered walkway","noun",
3808,"স্কীব ক","to have life, animate, activate","verb",
3810,"শামুয়েল","Samuel","name",
3811,"হাজা","to rot, to decay","verb",
3813,"কাইয়াফা","Caiaphas","name",
3814,"মহাসভা","assembly, main meeting; Sanhedrin","noun",
3815,"বৈঠক","sitting, meeting, conference","name",
3817,"অভাবী","needy person","noun",
3818,"অননিয়","Annais","name",
3819,"সাফীরা","Saphira","name",
3822,"ক্যালডীয়","Chalodonia","name",
3823,"লালিত-পালিত","nourished and bought up",,
3824,"ধাক্কা","push, shove","noun",
3825,"কাতরোক্তি","cry, moan","noun",
3826,"মোলক","Molech","name",
3827,"রিফণ","Rephan","name",
3828,"আথিওপায়া","Ethiopia","name",
3829,"ধনরত্ন","treasury","noun",
3830,"অপমান","insult, dishonor, disgrace, humiliation",,
3831,"ছাঁটাইকারী","the one who kills the animals","noun",
3832,"তার্ষ","Tarsus","name",
3833,"বুদ্ধিহারা","foolish, ignorant","adj.",
3834,"সিজারিয়া","Ceasarea","name",
3835,"ঐনিয়","Aeneas","name",
3836,"টাবিথা","Tabitha","name",
3838,"দর্কা","Dorcas","name",
3839,"কর্ণীলিয়","Cornelius","name",
3841,"ইটলীয়","Italy","name",
3843,"তন্দ্রা","drowiness, sleepiness","noun",
3844,"মেহমান","guest","noun",
3846,"জাফা","Jaffa","name",
3847,"কেন্দ্র","the middle point, centre","noun",
3848,"আণ্টিয়ক","Antioch","name",
3849,"আগাব","Agabus","name",
3850,"সাম্রাজ্য","empire","noun",
3852,"সাধ্য","within ones power","adj.",
3854,"বৃদ্ধ","old, aged","adj.",
3855,"ঠেলাঠেলি ক","to fight, push and shove","verb",
3856,"ঠেলা","push",,
3858,"হুলস্থুল","tumultuous confusion, hullabaloo","noun",
3861,"ব্লাস্ত","Blastus","name",
3863,"ক্রিমি","worm","noun",
3864,"যাত্রা","travel, journey",,
3865,"সিলূকিয়া","Selucia","name",
3866,"কুয়াশা","smoke, mist","noun",
3867,"কীশ","Kish","name",
3869,"তালুত","Saul","name",
3870,"হতভম্ব","confounded, stunned","adj.",
3871,"ভদ্র","gentle, gracious, courteous","adj.",
3872,"কোনিয়া","Iconium","name",
3873,"লুস্ত্রা","Lystria","name",
3874,"জিউস","Zeus","name",
3875,"প্রশাসক","leader","noun",
3877,"তোলপাড় ক","violent agitation, to weigh in the mind, to ponder","verb",
3878,"বাচাল","talkative, loquacious","adj.",
3879,"অদ্ভুত","strange, queer, astonishing","adj.",
3881,"ধর্মভীরু","religious","adj.",
3882,"উপাসনা","act of praying, worship","noun",
3884,"প্রাণবায়ু","life-breathe, vital air","noun",
3886,"হাতড়ানো","to groppe, feel","verb",
3888,"আদালত","courthouse","noun",
3889,"বক্তা","speaker, orator","noun",
3891,"বক্তৃতা","speech, lecture","noun",
3892,"বই-পুঁথি","books and scrolls","noun",
3893,"দাংগা-হাংগামা","?",,
3894,"বন্দর","port, harbour","noun",
3895,"খেদমতকারী","servant","noun",
3897,"গুছানা","to set in order","verb",
3898,"সেনানিবাস","military encampment, base","noun",
3899,"উকিল","lawyer","noun",
3900,"কৃতজ্ঞতা","thanks","noun",
3902,"আপদ","danger, hazard","noun",
3904,"সায় দেওয়া","to consent","verb",
3906,"পরামর্শদাতা","advisor","noun",
3907,"আপীল ক","to appeal","verb",
3908,"ভাগ্যবান","bad luck, misfortune","noun",
3910,"তুফান","typhoon","noun",
3911,"নাবিক","belonging to a boat, nautical, pilot","adj.",
3913,"হাল","rudder","noun",
3915,"ডাংগা","?",,
3916,"আমাশা","dysentry","noun",
3917,"খোদা","God","noun",
3918,"যোথম","Jotham","name",
3919,"আহস","Ahaz","name",
3921,"হিস্কিয়ের","Hezekiah","name",
3922,"সামেরিয়া","Samaria","name",
3923,"মদির-বেশ্যা","temple prostitute","noun",
3924,"পেঁচা","owl","noun",
3925,"ফন্দি","intrique, scheme","noun",
3926,"বঞ্জিত ক","to deceive","verb",
3928,"আপোষ-মীমাংসা ক","to compromise","verb",
3929,"লতা","creeper, vine","noun",
3931,"মোচড়","twist, wring, contortion","adj.",
3932,"অভিযোগ","complaint","noun",
3933,"শ্বাশুড়ী","mother-in-law","noun",
3934,"বহন ক","to carry","verb",
3935,"অটল","unshaken, firm, resolute","adj.",
3937,"বাজনা","sound of playing a musical instrunment; a musical instrument","Noun",
3938,"শ্বাস","breathe","noun",
3940,"ভাণ্ডার","storehouse, depot, treasury","noun",
3941,"মেহেরবানী","kindness, favour","noun",
3942,"অপমানের কাজ","a disgraceful act",,
3943,"ক্ষুধা","desire, hunger for food","noun",
3945,"অপমানিত","insulted, dishonoured","adj.",
3947,"লুটপাট ক","to loot, pilage","verb",
3949,"দুর্ভাগা","unfortunate, unluicky","adj.",
3950,"অজুহাত","excuse","noun",
3951,"একজোট","united in a group, unanimous","adj.",
3952,"অজান্তে","unknowingly, secretly (arahaic)","adv.",
3954,"টেপাটিপা","to massage, squeeze","verb",
3955,"অপমানের কাজ","a disgraceful act",,
3956,"অপমান","disgrace, shame",,
3958,"মহাশূন্য","great void, great nothingness","noun",
3959,"অহংকার","pride",,
3960,"দানশীল","bountiful, generous","adj.",
3962,"উচ্চারণ","utterance, pronounication","noun",
3963,"সাব্যস্ত","decided, fixed, adjudged","adj.",
3965,"স্মৃতি","remembrance, calling to mind","noun",
3967,"বোকামি","foolishness, stupidity","noun",
3968,"কুঁজা","having a crooked back, hunchbacked","adj.",
3969,"জ্বালাময়","?",,
3971,"ধুক্‌ধুক্‌","wheeze, pant, when in a dying state","noun",
3972,"আঁধার","darkness, gloom","noun",
3973,"দুশ্চিন্দা","worry, anxiety","noun",
3975,"খোঁজ","the act of searching, information","noun",
3976,"অমনি","unreasonably, for nothing","adv.",
3977,"শারীরিক","of the flesh",,
3978,"প্রকাশ ক","to reveal","verb",
3980,"কৈফা","Cephas = Peter = rock","name",
3981,"কানা","rim of pot, bank of river","noun",
3982,"উলটে ফেলা","to turn upside down","verb",
3983,"দুনিয়াবী","earthly","adj.",
3984,"দোষী প্রমাণ ক","to condemn","verb",
3986,"জীবন্ত","living","adj.",
3987,"শরীয়ত মতে","according to the law",,
3988,"সমান","equal","noun",
3990,"দোষী ক","to accuse","verb",
3992,"চেয়ে দেখা","to look up","verb",
3993,"বেয়ে যাওয়া","to row, paddle","verb",
3994,"চলাফেরা ক","to go around, move, walk about","verb",
3995,"খোঁজ ক","to search","verb",
3996,"জোরে","loudly, powerfully","adj.",
